id,x,y,z,yaw,pitch,roll
124,1824.17,867.593,0,0.0365896,-0.00118794,-0.0199353
125,1824.6,867.613,0,0.0353384,-0.000871817,-0.0170003
126,1825.02,867.61,0,0.034491,-0.000418501,-0.0191471
127,1825.48,867.629,0,0.0338246,0.000998324,-0.0180676
128,1825.87,867.64,0,0.0325226,0.0023931,-0.0166327
129,1826.29,867.652,0,0.0315234,0.00276325,-0.0160231
130,1826.72,867.663,0,0.0310063,0.00229575,-0.0160612
131,1827.08,867.661,0,0.0303249,0.00391612,-0.0172314
132,1827.51,867.675,0,0.0294332,0.00055602,-0.0159067
133,1827.92,867.686,0,0.028817,-0.00055501,-0.0165468
134,1828.31,867.686,0,0.0278383,-0.00195524,-0.0170091
135,1828.74,867.69,0,0.0267212,-0.00395396,-0.0186471
136,1829.16,867.697,0,0.0258636,-0.00536983,-0.0189112
137,1829.54,867.689,0,0.0249585,-0.00677648,-0.0213231
138,1829.94,867.701,0,0.024358,-0.00884104,-0.02042
139,1830.32,867.697,0,0.0233685,-0.00781717,-0.0199639
140,1830.74,867.697,0,0.0225128,-0.00860892,-0.0195119
141,1831.16,867.7,0,0.0217216,-0.00963853,-0.0185911
142,1831.53,867.705,0,0.0206203,-0.0108566,-0.0169997
143,1831.98,867.716,0,0.019504,-0.0106811,-0.0137701
144,1832.37,867.719,0,0.0184824,-0.00990639,-0.0139486
145,1832.74,867.736,0,0.0176705,-0.00639101,-0.0144202
146,1833.13,867.744,0,0.0173388,-0.00409301,-0.0159684
147,1833.5,867.745,0,0.0162478,-0.000560425,-0.0172616
148,1833.95,867.754,0,0.0160288,0.00610216,-0.0150116
149,1834.31,867.755,0,0.0156862,0.0106242,-0.0122286
150,1834.72,867.748,0,0.0150036,0.0146985,-0.0107475
151,1835.12,867.742,0,0.0143817,0.0148363,-0.0136767
152,1835.52,867.742,0,0.0134432,0.0077958,-0.0192378
153,1835.94,867.759,0,0.0124232,-0.00343768,-0.0191076
154,1836.38,867.763,0,0.0123625,-0.0115797,-0.0216877
155,1836.74,867.751,0,0.0128305,-0.0179194,-0.0261076
156,1837.17,867.76,0,0.0134685,-0.021182,-0.0260913
157,1837.58,867.767,0,0.0141478,-0.0235787,-0.0256444
158,1837.98,867.767,0,0.0133625,-0.0189334,-0.0248774
159,1838.38,867.764,0,0.0129024,-0.0117948,-0.0255619
160,1838.78,867.744,0,0.0124788,-0.00679098,-0.030724
161,1839.2,867.756,0,0.0125852,-0.00360837,-0.0310848
162,1839.64,867.762,0,0.0124012,-0.00183667,-0.032544
163,1840.04,867.776,0,0.0121736,-0.0027618,-0.0308965
164,1840.47,867.776,0,0.0119888,-0.00469133,-0.0302708
165,1840.85,867.779,0,0.0119993,-0.00595306,-0.0296683
166,1841.28,867.779,0,0.0123536,-0.00749458,-0.0302551
167,1841.7,867.779,0,0.0123061,-0.00748232,-0.0308254
168,1842.13,867.778,0,0.012109,-0.00853417,-0.0309208
169,1842.55,867.775,0,0.0120363,-0.00991327,-0.0310019
170,1843,867.77,0,0.0121556,-0.00982391,-0.031271
171,1843.42,867.774,0,0.0123456,-0.00966565,-0.0306702
172,1843.83,867.784,0,0.0126183,-0.00942435,-0.0291344
173,1844.25,867.787,0,0.0125282,-0.0101073,-0.0279278
174,1844.7,867.784,0,0.0121381,-0.0100774,-0.0285017
175,1845.11,867.786,0,0.0119052,-0.00922014,-0.0286984
176,1845.56,867.779,0,0.0119795,-0.0102233,-0.0305096
177,1846.01,867.786,0,0.0122709,-0.011654,-0.0303491
178,1846.44,867.792,0,0.0125499,-0.0118093,-0.0304964
179,1846.88,867.793,0,0.0127631,-0.0124442,-0.0297915
180,1847.3,867.796,0,0.0127189,-0.0132295,-0.0294587
181,1847.76,867.807,0,0.0133567,-0.013078,-0.0281214
182,1848.21,867.812,0,0.013471,-0.0122841,-0.0263126
183,1848.65,867.801,0,0.0140504,-0.01146,-0.0290648
184,1849.08,867.79,0,0.014553,-0.00894689,-0.0311436
185,1849.52,867.801,0,0.0149911,-0.00773577,-0.0295523
186,1849.94,867.8,0,0.0158363,-0.00528125,-0.0299723
187,1850.38,867.813,0,0.0167933,-0.00354281,-0.02794
188,1850.81,867.817,0,0.0178496,-0.00156242,-0.0264336
189,1851.23,867.826,0,0.0190443,0.000579574,-0.0248099
190,1851.64,867.832,0,0.0204832,0.00010232,-0.0253906
191,1852.05,867.835,0,0.022085,0.000542483,-0.0263841
192,1852.46,867.841,0,0.0232998,0.000276294,-0.0266351
193,1852.87,867.851,0,0.0241546,0.000439038,-0.0252872
194,1853.25,867.864,0,0.0257829,0.000367654,-0.0269753
195,1853.64,867.87,0,0.0274589,-0.000228746,-0.0273828
196,1854.02,867.883,0,0.028881,0.00162077,-0.0282439
197,1854.37,867.897,0,0.0298819,0.000990464,-0.0287981
198,1854.78,867.898,0,0.0310533,0.000582686,-0.0305735
199,1855.17,867.914,0,0.0320496,0.000233144,-0.0297169
200,1855.53,867.921,0,0.033534,0.000298848,-0.030602
201,1855.88,867.931,0,0.0343878,0.000178345,-0.031265
202,1856.26,867.937,0,0.0354518,0.00028991,-0.0321468
203,1856.6,867.95,0,0.036058,0.000565255,-0.0311696
204,1856.94,867.954,0,0.0369667,-0.000688217,-0.0305602
205,1857.28,867.964,0,0.0384676,-0.00242015,-0.0282423
206,1857.65,867.989,0,0.0399574,-0.00515144,-0.0258102
207,1857.99,868.008,0,0.041316,-0.00705027,-0.0254301
208,1858.33,868.01,0,0.0419948,-0.00850314,-0.0247272
209,1858.67,868.025,0,0.0425086,-0.00976129,-0.0222898
210,1858.99,868.035,0,0.0433738,-0.00816577,-0.0214765
211,1859.34,868.05,0,0.0447501,-0.0077406,-0.02047
212,1859.66,868.057,0,0.045676,-0.00557332,-0.0202734
213,1859.98,868.069,0,0.0470095,-0.00331854,-0.0197189
214,1860.29,868.087,0,0.0481737,-0.00120608,-0.020932
215,1860.62,868.097,0,0.0486727,0.00152105,-0.0219041
216,1860.95,868.108,0,0.0498827,0.00432113,-0.0220578
217,1861.26,868.116,0,0.0509644,0.00625887,-0.0223753
218,1861.59,868.118,0,0.0517747,0.0061994,-0.0267127
219,1861.88,868.138,0,0.053407,0.00718643,-0.0295143
220,1862.18,868.161,0,0.0539549,0.00521876,-0.0254342
221,1862.53,868.176,0,0.0547991,0.00132872,-0.0239213
222,1862.84,868.201,0,0.0558734,-0.00135231,-0.0225432
223,1863.15,868.214,0,0.056532,-0.00465229,-0.0203508
224,1863.46,868.231,0,0.0572779,-0.00651337,-0.0208381
225,1863.8,868.25,0,0.0571567,-0.0091535,-0.0195357
226,1864.08,868.262,0,0.0576284,-0.00916171,-0.0220351
227,1864.41,868.266,0,0.0583214,-0.00976594,-0.0271086
228,1864.71,868.284,0,0.0590306,-0.0077303,-0.0315373
229,1865.03,868.304,0,0.0600555,-0.00652968,-0.0321872
230,1865.36,868.318,0,0.0610425,-0.00706927,-0.0306706
231,1865.67,868.339,0,0.0616669,-0.00858478,-0.0293834
232,1865.99,868.357,0,0.0618558,-0.0122836,-0.0270837
233,1866.31,868.382,0,0.0628098,-0.0166392,-0.0247507
234,1866.64,868.399,0,0.0625607,-0.0194926,-0.0235672
235,1866.98,868.425,0,0.0623834,-0.0233338,-0.0239472
236,1867.3,868.423,0,0.0620897,-0.0252698,-0.0294557
237,1867.66,868.439,0,0.061986,-0.0260654,-0.0331556
238,1867.98,868.471,0,0.0619289,-0.0238977,-0.0340453
239,1868.32,868.489,0,0.0606093,-0.0213522,-0.0355208
240,1868.65,868.508,0,0.0594933,-0.0177583,-0.0342219
241,1868.99,868.53,0,0.0585469,-0.0142153,-0.0330634
242,1869.33,868.553,0,0.057603,-0.0119374,-0.0298812
243,1869.7,868.562,0,0.0566287,-0.0103373,-0.0295488
244,1870.07,868.57,0,0.055606,-0.0101476,-0.0292519
245,1870.42,868.585,0,0.0543399,-0.0080922,-0.0280248
246,1870.76,868.606,0,0.0536384,-0.00788718,-0.0277748
247,1871.12,868.62,0,0.0533859,-0.00625291,-0.0293479
248,1871.5,868.628,0,0.0527367,-0.00464012,-0.0325866
249,1871.86,868.649,0,0.0521035,-0.00311257,-0.0302527
250,1872.23,868.665,0,0.0511136,-0.00366209,-0.0293426
251,1872.62,868.676,0,0.0501502,-0.00454826,-0.0304418
252,1873.01,868.687,0,0.0496086,-0.00699886,-0.0311832
253,1873.38,868.714,0,0.0486097,-0.00806305,-0.0336152
254,1873.76,868.729,0,0.04777,-0.0111436,-0.0364748
255,1874.19,868.735,0,0.0460657,-0.012809,-0.040587
256,1874.54,868.759,0,0.0447747,-0.0152717,-0.0403616
257,1874.95,868.782,0,0.0429633,-0.0184316,-0.0381885
258,1875.35,868.809,0,0.0408634,-0.0208694,-0.0366845
259,1875.77,868.818,0,0.0387068,-0.0193677,-0.0361679
260,1876.16,868.83,0,0.0367548,-0.0175906,-0.038751
261,1876.56,868.834,0,0.0351604,-0.0164014,-0.0412326
262,1876.94,868.826,0,0.0340299,-0.0138117,-0.0469013
263,1877.31,868.843,0,0.0331192,-0.0127906,-0.0433513
264,1877.75,868.846,0,0.0316426,-0.0126441,-0.0434543
265,1878.14,868.85,0,0.0308818,-0.0124576,-0.0464759
266,1878.54,868.867,0,0.0296342,-0.0119441,-0.0452669
267,1878.97,868.876,0,0.0283306,-0.011976,-0.0431387
268,1879.38,868.916,0,0.027562,-0.0141568,-0.0363812
269,1879.78,868.916,0,0.0261963,-0.0134798,-0.0349888
270,1880.2,868.917,0,0.0251651,-0.0116007,-0.0358345
271,1880.63,868.928,0,0.0237336,-0.0118839,-0.0353176
272,1881.07,868.937,0,0.0230792,-0.0112314,-0.0372457
273,1881.48,868.949,0,0.0219659,-0.0103819,-0.0358606
274,1881.91,868.958,0,0.0216187,-0.00934963,-0.0339366
275,1882.33,868.973,0,0.0213525,-0.00824865,-0.0323631
276,1882.76,868.983,0,0.0209957,-0.00785938,-0.0314187
277,1883.18,868.984,0,0.020469,-0.00729648,-0.0298177
278,1883.61,868.987,0,0.020225,-0.00625674,-0.0288147
279,1884.05,868.989,0,0.0199069,-0.00649487,-0.029229
280,1884.47,868.995,0,0.0201761,-0.00564374,-0.0284828
281,1884.89,869.001,0,0.0201806,-0.00700585,-0.0279643
282,1885.3,869.02,0,0.0205057,-0.00599439,-0.0271201
283,1885.71,869.032,0,0.02067,-0.00464917,-0.026309
284,1886.16,869.037,0,0.0204543,-0.00288957,-0.0249223
285,1886.58,869.038,0,0.0204524,-0.00282364,-0.0253152
286,1887.01,869.049,0,0.0203687,-0.00215489,-0.0248659
287,1887.44,869.039,0,0.0196794,-0.00291831,-0.0267298
288,1887.85,869.043,0,0.0194375,-0.00329043,-0.0276041
289,1888.29,869.044,0,0.0195041,-0.00294564,-0.0271782
290,1888.73,869.048,0,0.0195975,-0.00426424,-0.0255798
291,1889.12,869.06,0,0.0201562,-0.00462226,-0.0231439
292,1889.54,869.064,0,0.0194857,-0.00559239,-0.0191893
293,1889.97,869.054,0,0.0191439,-0.00563513,-0.0215584
294,1890.42,869.062,0,0.0184877,-0.00469471,-0.0164313
295,1890.84,869.055,0,0.0180205,-0.00460519,-0.0161284
296,1891.26,869.07,0,0.0183285,-0.00338207,-0.0157739
297,1891.68,869.08,0,0.0185672,-0.00339891,-0.0140204
298,1892.11,869.096,0,0.0187887,-0.002651,-0.0119514
299,1892.53,869.097,0,0.0187642,-0.00159327,-0.012199
300,1892.93,869.1,0,0.0189055,-0.00214271,-0.0142451
301,1893.36,869.1,0,0.0192428,-0.00448874,-0.0168988
302,1893.78,869.113,0,0.0194039,-0.00451362,-0.0166854
303,1894.17,869.127,0,0.0197508,-0.00386782,-0.0176758
304,1894.58,869.127,0,0.0199805,-0.00401685,-0.0180248
305,1895,869.121,0,0.0199137,-0.00497513,-0.0215183
306,1895.44,869.118,0,0.0193547,-0.00403497,-0.0208773
307,1895.87,869.141,0,0.0191838,-0.00473411,-0.0210651
308,1896.31,869.16,0,0.0193806,-0.0039558,-0.0203079
309,1896.72,869.172,0,0.0193121,-0.00337148,-0.0194676
310,1897.15,869.162,0,0.0192134,-0.00342741,-0.021219
311,1897.57,869.182,0,0.019564,-0.00342163,-0.0214539
312,1898.45,869.208,0,0.0202232,-0.00588135,-0.0196257
313,1898.88,869.206,0,0.0204252,-0.00597852,-0.021631
314,1899.29,869.204,0,0.0200174,-0.00702002,-0.0220339
315,1899.73,869.211,0,0.0198571,-0.00619865,-0.0208987
316,1900.16,869.22,0,0.019507,-0.00621039,-0.0200904
317,1900.59,869.233,0,0.0192608,-0.00580262,-0.0199678
318,1901,869.254,0,0.0185531,-0.00554719,-0.0159476
319,1901.44,869.25,0,0.0181909,-0.00528594,-0.0168332
320,1901.86,869.25,0,0.0175248,-0.00567198,-0.0170248
321,1902.31,869.259,0,0.0179925,-0.00521001,-0.0154699
322,1902.73,869.26,0,0.017909,-0.00526271,-0.0179391
323,1903.16,869.258,0,0.0177763,-0.0041398,-0.0201237
324,1903.61,869.258,0,0.0179529,-0.00452379,-0.0193457
325,1904.07,869.27,0,0.0183566,-0.00311572,-0.0185907
326,1904.5,869.263,0,0.0180539,-0.00255635,-0.01972
327,1904.94,869.282,0,0.0182062,-0.00311358,-0.018739
328,1905.38,869.282,0,0.0184574,-0.0033436,-0.0194529
329,1905.83,869.286,0,0.0188976,-0.00350864,-0.0200876
330,1906.28,869.3,0,0.0191194,-0.00344116,-0.0195907
331,1906.73,869.3,0,0.0193461,-0.00315292,-0.0201095
332,1907.16,869.299,0,0.0195052,-0.0020536,-0.0213134
333,1907.58,869.322,0,0.0198878,-0.00219308,-0.0208497
334,1908.01,869.335,0,0.0201891,-0.00229533,-0.0201108
335,1908.48,869.339,0,0.0204906,-0.00310532,-0.0167408
336,1908.92,869.356,0,0.0206376,-0.00277762,-0.0146573
337,1909.34,869.366,0,0.0204823,-0.00311848,-0.01328
338,1909.77,869.382,0,0.021116,-0.00282006,-0.0134331
339,1910.22,869.377,0,0.0211118,-0.0022059,-0.0140825
340,1910.66,869.378,0,0.0215938,-0.00249287,-0.014773
341,1911.09,869.388,0,0.0215796,-0.00304076,-0.0151545
342,1911.54,869.393,0,0.0222645,-0.00516321,-0.0152627
343,1911.98,869.413,0,0.0229774,-0.00597233,-0.0138467
344,1912.41,869.418,0,0.0230956,-0.00599134,-0.0146487
345,1912.84,869.424,0,0.0238934,-0.00625712,-0.0147635
346,1913.28,869.416,0,0.0245475,-0.00683863,-0.0178935
347,1913.73,869.421,0,0.024934,-0.00794827,-0.0191256
348,1914.16,869.447,0,0.0253848,-0.00781904,-0.020868
349,1914.61,869.442,0,0.0254662,-0.00694783,-0.0206503
350,1915.04,869.451,0,0.0265151,-0.00660848,-0.0217201
351,1915.47,869.46,0,0.0264808,-0.00468339,-0.0220351
352,1915.91,869.481,0,0.0269461,-0.00257766,-0.0240282
353,1916.34,869.481,0,0.0270289,-0.00147754,-0.0244849
354,1916.79,869.493,0,0.0275959,-0.00135844,-0.0244176
355,1917.22,869.502,0,0.0284552,-0.00162947,-0.0257873
356,1917.65,869.523,0,0.0289366,-0.00246503,-0.0245426
357,1918.1,869.528,0,0.0291823,-0.003351,-0.024772
358,1918.54,869.538,0,0.0300393,-0.0048584,-0.0255386
359,1918.97,869.548,0,0.030559,-0.00480616,-0.0255234
360,1919.4,869.543,0,0.0304378,-0.00379713,-0.0255873
361,1919.84,869.568,0,0.0308405,-0.00534277,-0.0247385
362,1920.26,869.57,0,0.0316856,-0.00244983,-0.0290675
363,1920.69,869.601,0,0.0321363,-0.00269424,-0.028003
364,1921.14,869.597,0,0.032292,0.000464232,-0.0288727
365,1921.57,869.615,0,0.0324855,0.00339703,-0.0282774
366,1922,869.643,0,0.0326629,0.00448694,-0.02753
367,1922.47,869.651,0,0.0331442,0.0048568,-0.0260243
368,1922.9,869.665,0,0.0340007,0.00418057,-0.026159
369,1923.34,869.678,0,0.0350345,0.00153859,-0.0259206
370,1923.78,869.687,0,0.0353719,-0.00360994,-0.0248436
371,1924.24,869.713,0,0.0355669,-0.0113657,-0.0217059
372,1924.69,869.718,0,0.0362424,-0.0145801,-0.0216452
373,1925.11,869.741,0,0.0375366,-0.0131242,-0.0215181
374,1925.56,869.764,0,0.0374906,-0.0145596,-0.0206895
375,1926.02,869.777,0,0.0383543,-0.0139678,-0.0212381
376,1926.45,869.777,0,0.0379889,-0.00889411,-0.019863
377,1926.88,869.79,0,0.0389397,-0.00680354,-0.019343
378,1927.32,869.801,0,0.039688,-0.00720477,-0.018484
379,1927.77,869.813,0,0.0403488,-0.00663505,-0.0188341
380,1928.25,869.823,0,0.0406879,-0.0139876,-0.017864
381,1928.7,869.827,0,0.0414467,-0.0149969,-0.0198292
382,1929.14,869.85,0,0.042276,-0.0202546,-0.020432
383,1929.59,869.869,0,0.0428084,-0.0209754,-0.0203122
384,1930.04,869.893,0,0.0433776,-0.0212405,-0.0189758
385,1930.48,869.917,0,0.0438229,-0.0196107,-0.0155375
386,1930.9,869.932,0,0.0439951,-0.0188622,-0.0155705
387,1931.36,869.941,0,0.0439504,-0.0186014,-0.0136286
388,1931.81,869.959,0,0.0443066,-0.0173427,-0.0133317
389,1932.24,869.978,0,0.0441501,-0.0155438,-0.0139937
390,1932.69,869.982,0,0.0444717,-0.0137425,-0.014105
391,1933.12,870.005,0,0.0442201,-0.010256,-0.0149453
392,1933.56,870.026,0,0.0439065,-0.0080236,-0.0147115
393,1934,870.042,0,0.0434436,-0.00531804,-0.0130794
394,1934.43,870.063,0,0.0428248,-0.00527808,-0.0130416
395,1934.84,870.087,0,0.0423152,-0.00393777,-0.013834
396,1935.25,870.091,0,0.0419019,-0.00248345,-0.0141526
